Pos.;Leistung;Menge;Einheit;Quelle;Datei
3;Arbeits- und Schutzgerüst der Lastklasse 3 (2,0 kN/m²),;220,0;m²;gaeb;vom_unternehmen_auszufuellende_dokumente/FDG Rott Nebengebäude_LV_Los 1_Gerüstarbeiten (1).X83
4;"Zulage für die Abstützung des Gerüstes aus der Vorposition; Gerüst ohne Verankerung an der Fassade";220,0;m²;gaeb;vom_unternehmen_auszufuellende_dokumente/FDG Rott Nebengebäude_LV_Los 1_Gerüstarbeiten (1).X83
5;Gebrauchsüberlassung für die vorgenannte Position;1320,0;m²Wo;gaeb;vom_unternehmen_auszufuellende_dokumente/FDG Rott Nebengebäude_LV_Los 1_Gerüstarbeiten (1).X83
6;Absturzsicherung bestehend aus doppeltem Rückenschutz und Fußbrett, sowie notwendiger Grundkonstruktionen im Bereich Ortgang erstellen.;16,0;m;gaeb;vom_unternehmen_auszufuellende_dokumente/FDG Rott Nebengebäude_LV_Los 1_Gerüstarbeiten (1).X83
7;Gebrauchsüberlassung für die vorgenannte Position;96,0;mWo;gaeb;vom_unternehmen_auszufuellende_dokumente/FDG Rott Nebengebäude_LV_Los 1_Gerüstarbeiten (1).X83
8;Gitterträgerüberbauung nach DIN EN 12811-1 für Arbeiten am Giebel  oberhalb der Container herstellen, mittels Einbau erforderlicher Gitterträger,;14,0;m;gaeb;vom_unternehmen_auszufuellende_dokumente/FDG Rott Nebengebäude_LV_Los 1_Gerüstarbeiten (1).X83
9;Gebrauchsüberlassung für die vorgenannte Position;84,0;mWo;gaeb;vom_unternehmen_auszufuellende_dokumente/FDG Rott Nebengebäude_LV_Los 1_Gerüstarbeiten (1).X83
10;Verbreiterung des Gerüstbelages nach innen (wandseitig) durch Konsolen in Höhe der Belagflächen. B = 0,36 m,;102,0;m;gaeb;vom_unternehmen_auszufuellende_dokumente/FDG Rott Nebengebäude_LV_Los 1_Gerüstarbeiten (1).X83
11;Gebrauchsüberlassung für die vorgenannte Position;612,0;mWo;gaeb;vom_unternehmen_auszufuellende_dokumente/FDG Rott Nebengebäude_LV_Los 1_Gerüstarbeiten (1).X83
12;Stunden eines;12,0;h;gaeb;vom_unternehmen_auszufuellende_dokumente/FDG Rott Nebengebäude_LV_Los 1_Gerüstarbeiten (1).X83
13;Stunden eines;12,0;h;gaeb;vom_unternehmen_auszufuellende_dokumente/FDG Rott Nebengebäude_LV_Los 1_Gerüstarbeiten (1).X83
14;Vergütung für zusätzliche An- und Abfahrt;2,0;Stk;gaeb;vom_unternehmen_auszufuellende_dokumente/FDG Rott Nebengebäude_LV_Los 1_Gerüstarbeiten (1).X83
